0,1
10,1
20,1
30,35
40,1
50,0
60,0
70,0
80,0
90,0
100,0
110,0
120,0
130,0
140,0
150,0
160,1
170,0
180,0
190,0
200,0
210,0
220,1
230,0
240,0
250,0
260,0
2560,0
2570,1
2580,41
2590,1
2600,0
2610,0
2620,0
2630,0
2640,0
2650,0
2660,0
2670,0
2680,0
2690,0
2700,0
2710,0
2720,0
2730,0
2740,0
2750,0
2760,0
2770,0
2780,0
2790,0
2800,0
2810,0
2820,1
5120,1
5130,35
5140,1
5150,0
5160,0
5170,0
5180,0
5190,0
5200,0
5210,0
5220,0
5230,0
5240,0
5250,0
5260,0
5270,0
5280,0
5290,0
5300,0
5310,0
5320,0
5330,0
5340,0
5350,0
5360,0
5370,1
5380,3
7680,33
7690,1
7700,0
7710,0
7720,0
7730,0
7740,0
7750,0
7760,0
7770,0
7780,0
7790,0
7800,0
7810,0
7820,0
7830,0
7840,0
7850,0
7860,0
7870,0
7880,0
7890,0
7900,0
7910,0
7920,1
7930,2
7940,2
10240,1
10250,0
10260,0
10270,0
10280,0
10290,0
10300,0
10310,0
10320,0
10330,0
10340,0
10350,0
10360,0
10370,0
10380,0
10390,0
10400,0
10410,0
10420,0
10430,0
10440,0
10450,0
10460,0
10470,1
10480,2
10490,2
10500,1
12800,0
12810,0
12820,0
12830,0
12840,0
12850,0
12860,0
12870,0
12880,0
12890,0
12900,0
12910,0
12920,0
12930,0
12940,0
12950,0
12960,0
12970,0
12980,0
12990,0
13000,0
13010,0
13020,1
13030,2
13040,2
13050,1
13060,0
15360,0
15370,0
15380,0
15390,0
15400,0
15410,0
15420,0
15430,0
15440,0
15450,0
15460,0
15470,0
15480,0
15490,0
15500,0
15510,0
15520,0
15530,0
15540,0
15550,0
15560,0
15570,1
15580,2
15590,2
15600,1
15610,0
15620,0
17920,0
17930,0
17940,0
17950,0
17960,0
17970,0
17980,0
17990,0
18000,0
18010,0
18020,0
18030,0
18040,0
18050,0
18060,0
18070,0
18080,0
18090,0
18100,0
18110,0
18120,1
18130,2
18140,2
18150,1
18160,0
18170,0
18180,0
20480,0
20490,0
20500,0
20510,0
20520,0
20530,0
20540,0
20550,0
20560,0
20570,0
20580,0
20590,0
20600,0
20610,0
20620,0
20630,0
20640,0
20650,0
20660,0
20670,1
20680,2
20690,2
20700,1
20710,0
20720,0
20730,0
20740,0
23040,0
23050,0
23060,0
23070,0
23080,0
23090,0
23100,0
23110,0
23120,0
23130,0
23140,0
23150,0
23160,0
23170,0
23180,0
23190,0
23200,0
23210,0
23220,1
23230,2
23240,3
23250,1
23260,0
23270,0
23280,0
23290,0
23300,0
25600,0
25610,0
25620,0
25630,0
25640,0
25650,0
25660,0
25670,0
25680,0
25690,0
25700,0
25710,0
25720,0
25730,0
25740,0
25750,0
25760,0
25770,1
25780,2
25790,3
25800,1
25810,0
25820,0
25830,0
25840,0
25850,0
25860,0
28160,0
28170,0
28180,0
28190,0
28200,0
28210,0
28220,0
28230,0
28240,0
28250,0
28260,0
28270,0
28280,0
28290,0
28300,0
28310,0
28320,0
28330,2
28340,2
28350,1
28360,0
28370,0
28380,0
28390,0
28400,0
28410,0
