9437184
9437184
32505856
8388608
26214400
9437184
8388608
26214400
1048576
7340032
9437184
9437184
-17825792
1048576
8388608
9437184
9437184
8388608
-13631488
8388608
-2097152
0
8388608
8388608
9437184
9437184
8388608
-20971520
7340032
9437184
-8388608
0
45088768
8388608
9437184
9437184
8388608
-29360128
